Proposal,Observation,Data Type,Intent,Instrument,Filter,Moving,Polygon Boundary,Exposure Start,Exposure End,Level 2 Members,Asteroids,Datalabs
6607,jw06607-o033_t001_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 261.2127095859998 60.42493492400003 261.20595555400007 60.43336583499988 261.22298643999994 60.43668723800013 261.22973674499974 60.428255465999975,2025-01-08 11:58:29.786,2025-01-08 12:03:04.159,"jw06607033001_04101_00001_mirimage, jw06607033001_04101_00002_mirimage, jw06607033001_04101_00003_mirimage, jw06607033001_04101_00004_mirimage",,True
6607,jw06607-o033_t001_miri_f770w-sub256,image,science,MIRI/IMAGE,F770W,No,Polygon 261.21270395300013 60.42493495899973 261.2059484849998 60.433367826999955 261.2229803220002 60.43668935099973 261.22973206200027 60.42825562099996,2025-01-08 11:49:35.167,2025-01-08 11:54:16.992,"jw06607033001_02101_00001_mirimage, jw06607033001_02101_00002_mirimage, jw06607033001_02101_00003_mirimage, jw06607033001_02101_00004_mirimage",,True
6607,jw06607-o041_t001_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 261.2188178729999 60.42440811799998 261.2049258710001 60.43033951199982 261.21690583999975 60.4371725209999 261.23079857599976 60.431239879999836,2025-02-05 03:34:16.785,2025-02-05 03:38:44.210,"jw06607041001_06101_00001_mirimage, jw06607041001_06101_00002_mirimage, jw06607041001_06101_00003_mirimage, jw06607041001_06101_00004_mirimage",,True
6607,jw06607-o041_t001_miri_f1130w-sub256,image,science,MIRI/IMAGE,F1130W,No,Polygon 261.21880452600027 60.42440192700021 261.2049123860001 60.430333396000215 261.2168925129997 60.4371664790001 261.230785387 60.43123376299985,2025-02-05 03:41:54.449,2025-02-05 03:46:23.986,"jw06607041001_08101_00001_mirimage, jw06607041001_08101_00002_mirimage, jw06607041001_08101_00003_mirimage, jw06607041001_08101_00004_mirimage",,True
6607,jw06607-o041_t001_miri_f1280w-sub256,image,science,MIRI/IMAGE,F1280W,No,Polygon 261.21905693500014 60.42341185499974 261.20293831100025 60.43029382200011 261.2167507879999 60.43817222999979 261.2328703940002 60.43128859500012,2025-02-05 03:49:33.329,2025-02-05 03:54:02.609,"jw06607041001_10101_00001_mirimage, jw06607041001_10101_00002_mirimage, jw06607041001_10101_00003_mirimage, jw06607041001_10101_00004_mirimage",,True
6607,jw06607-o041_t001_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 261.2190694940001 60.42341801699982 261.2029519510002 60.43029951499986 261.21676443800027 60.43817793299995 261.2328829620002 60.431294767999844,2025-02-05 03:57:26.288,2025-02-05 04:01:53.713,"jw06607041001_12101_00001_mirimage, jw06607041001_12101_00002_mirimage, jw06607041001_12101_00003_mirimage, jw06607041001_12101_00004_mirimage",,True
6607,jw06607-o041_t001_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 261.21903773400015 60.42340012000019 261.2029196360001 60.430281868999856 261.2167335200001 60.43816107600007 261.23285259900024 60.431277658999946,2025-02-05 04:05:07.216,2025-02-05 04:09:36.496,"jw06607041001_14101_00001_mirimage, jw06607041001_14101_00002_mirimage, jw06607041001_14101_00003_mirimage, jw06607041001_14101_00004_mirimage",,True
6607,jw06607-o041_t001_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 261.21903395200025 60.42341893699988 261.2029147229999 60.43030117599993 261.2167283429999 60.438180214999754 261.2328485529997 60.431296307999816,2025-02-05 04:12:43.729,2025-02-05 04:17:38.160,"jw06607041001_16101_00001_mirimage, jw06607041001_16101_00002_mirimage, jw06607041001_16101_00003_mirimage, jw06607041001_16101_00004_mirimage",,True
6607,jw06607-o041_t001_miri_f2550w-sub256,image,science,MIRI/IMAGE,F2550W,No,Polygon 261.21905203499983 60.42341668899996 261.2029336989999 60.43029854200007 261.2167476130001 60.43817775499972 261.2328669309997 60.431294233999736,2025-02-05 04:22:12.199,2025-02-05 04:48:31.918,"jw06607041001_18101_00001_mirimage, jw06607041001_18101_00002_mirimage, jw06607041001_18101_00003_mirimage, jw06607041001_18101_00004_mirimage",,True
6607,jw06607-o041_t001_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 261.2187886420002 60.424418118000254 261.20489665499986 60.43034953099994 261.216876691 60.43718254399984 261.23076941100015 60.431249883999925,2025-02-05 03:25:32.910,2025-02-05 03:30:09.075,"jw06607041001_04101_00001_mirimage, jw06607041001_04101_00002_mirimage, jw06607041001_04101_00003_mirimage, jw06607041001_04101_00004_mirimage",,True
6607,jw06607-o041_t001_miri_f770w-sub256,image,science,MIRI/IMAGE,F770W,No,Polygon 261.218782362 60.42441703500001 261.20489038100027 60.43034841099979 261.2168706550002 60.43718160100013 261.2307633700001 60.4312489780001,2025-02-05 03:16:38.227,2025-02-05 03:21:20.115,"jw06607041001_02101_00001_mirimage, jw06607041001_02101_00002_mirimage, jw06607041001_02101_00003_mirimage, jw06607041001_02101_00004_mirimage",,True
6607,jw06607-o049_t001_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 261.224828111 60.42538874199975 261.2069023480002 60.427365303999764 261.21089282400004 60.43618356600013 261.2288232080002 60.43420646700002,2025-03-05 07:19:51.310,2025-03-05 07:24:30.766,"jw06607049001_03105_00001_mirimage, jw06607049001_03105_00002_mirimage, jw06607049001_03105_00003_mirimage, jw06607049001_03105_00004_mirimage",,False
6607,jw06607-o049_t001_miri_f1130w-sub256,image,science,MIRI/IMAGE,F1130W,No,Polygon 261.2248225689999 60.42538021200005 261.20689614300017 60.427356853000056 261.2108866430001 60.436175144999915 261.22881768899975 60.434197966999804,2025-03-05 07:27:18.797,2025-03-05 07:31:43.918,"jw06607049001_03107_00001_mirimage, jw06607049001_03107_00002_mirimage, jw06607049001_03107_00003_mirimage, jw06607049001_03107_00004_mirimage",,False
6607,jw06607-o049_t001_miri_f1280w-sub256,image,science,MIRI/IMAGE,F1280W,No,Polygon 261.22599610799983 60.42456737699978 261.2051963750002 60.42686062800009 261.2097965510001 60.43702811199987 261.2306024649997 60.43473414400018,2025-03-05 07:34:28.621,2025-03-05 07:38:58.222,"jw06607049001_03109_00001_mirimage, jw06607049001_03109_00002_mirimage, jw06607049001_03109_00003_mirimage, jw06607049001_03109_00004_mirimage",,False
6607,jw06607-o049_t001_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 261.2260030250002 60.42457588 261.20520309700004 60.42686914100014 261.2098030669999 60.43703621799991 261.23060917699974 60.43474223999982,2025-03-05 07:41:50.156,2025-03-05 07:46:21.549,"jw06607049001_0310b_00001_mirimage, jw06607049001_0310b_00002_mirimage, jw06607049001_0310b_00003_mirimage, jw06607049001_0310b_00004_mirimage",,False
6607,jw06607-o049_t001_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 261.22599177 60.42455306400012 261.205192282 60.426846289999986 261.20979247999975 60.4370138279999 261.2305981500001 60.434719885000064,2025-03-05 07:49:05.356,2025-03-05 07:53:31.629,"jw06607049001_0310d_00001_mirimage, jw06607049001_0310d_00002_mirimage, jw06607049001_0310d_00003_mirimage, jw06607049001_0310d_00004_mirimage",,False
6607,jw06607-o049_t001_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 261.2259708109999 60.424568353999966 261.20517006599977 60.42686170399994 261.20977019899976 60.4370291490002 261.23057712499985 60.43473508200027,2025-03-05 07:56:16.398,2025-03-05 08:01:11.980,"jw06607049001_0310f_00001_mirimage, jw06607049001_0310f_00002_mirimage, jw06607049001_0310f_00003_mirimage, jw06607049001_0310f_00004_mirimage",,False
6607,jw06607-o049_t001_miri_f2550w-sub256,image,science,MIRI/IMAGE,F2550W,No,Polygon 261.22598893200023 60.42457059800005 261.20518970000006 60.42686376699979 261.2097898519999 60.43703131399972 261.2305952650001 60.434737427000215,2025-03-05 08:04:40.164,2025-03-05 08:31:00.459,"jw06607049001_0310h_00001_mirimage, jw06607049001_0310h_00002_mirimage, jw06607049001_0310h_00003_mirimage, jw06607049001_0310h_00004_mirimage",,False
6607,jw06607-o049_t001_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 261.22479467100015 60.42539055600017 261.20686740599996 60.427367292000014 261.21085786000003 60.436185474999824 261.2287897469997 60.43420820300026,2025-03-05 07:11:48.778,2025-03-05 07:16:15.983,"jw06607049001_03103_00001_mirimage, jw06607049001_03103_00002_mirimage, jw06607049001_03103_00003_mirimage, jw06607049001_03103_00004_mirimage",,False
6607,jw06607-o049_t001_miri_f770w-sub256,image,science,MIRI/IMAGE,F770W,No,Polygon 261.22478883600024 60.425388540000036 261.20685616200007 60.42736608300006 261.21084754 60.43618536599976 261.2287848360003 60.43420728600021,2025-03-05 07:04:17.423,2025-03-05 07:08:44.591,"jw06607049001_03101_00001_mirimage, jw06607049001_03101_00002_mirimage, jw06607049001_03101_00003_mirimage, jw06607049001_03101_00004_mirimage",,False
6607,jw06607-o057_t001_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 261.229096693 60.427583059000185 261.2113474600001 60.42524999200016 261.2066325049998 60.43398042900027 261.22438616700003 60.43631412200023,2025-04-01 17:27:51.876,2025-04-01 17:32:35.493,"jw06607057001_06101_00001_mirimage, jw06607057001_06101_00002_mirimage, jw06607057001_06101_00003_mirimage, jw06607057001_06101_00004_mirimage",,False
6607,jw06607-o057_t001_miri_f1130w-sub256,image,science,MIRI/IMAGE,F1130W,No,Polygon 261.22909951600025 60.42757376600004 261.2113506850003 60.425240754999756 261.2066354920001 60.43397164600017 261.2243887519999 60.436305284000184,2025-04-01 17:36:29.124,2025-04-01 17:41:11.588,"jw06607057001_08101_00001_mirimage, jw06607057001_08101_00002_mirimage, jw06607057001_08101_00003_mirimage, jw06607057001_08101_00004_mirimage",,False
6607,jw06607-o057_t001_miri_f1280w-sub256,image,science,MIRI/IMAGE,F1280W,No,Polygon 261.23090038799984 60.42712062199978 261.2103071200002 60.42441344599983 261.2048700200002 60.43447919000025 261.2254692139998 60.43718720400023,2025-04-01 17:45:06.115,2025-04-01 17:49:56.388,"jw06607057001_10101_00001_mirimage, jw06607057001_10101_00002_mirimage, jw06607057001_10101_00003_mirimage, jw06607057001_10101_00004_mirimage",,False
6607,jw06607-o057_t001_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 261.2308988659999 60.42712941799972 261.210304825 60.42442215099975 261.20486759199986 60.43448817500005 261.2254675589997 60.437196280000066,2025-04-01 17:54:00.771,2025-04-01 17:58:52.195,"jw06607057001_12101_00001_mirimage, jw06607057001_12101_00002_mirimage, jw06607057001_12101_00003_mirimage, jw06607057001_12101_00004_mirimage",,False
6607,jw06607-o057_t001_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 261.2309089069999 60.42710654300008 261.2103165930002 60.424399482000226 261.20487929099994 60.434465566000085 261.2254775310002 60.43717346599982,2025-04-01 18:02:02.690,2025-04-01 18:06:28.067,"jw06607057001_14101_00001_mirimage, jw06607057001_14101_00002_mirimage, jw06607057001_14101_00003_mirimage, jw06607057001_14101_00004_mirimage",,False
6607,jw06607-o057_t001_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 261.23087602500016 60.427115393000165 261.2102820510002 60.42440812000017 261.20484474599994 60.43447422700029 261.2254446459998 60.437182339000124,2025-04-01 18:09:37.412,2025-04-01 18:14:29.730,"jw06607057001_16101_00001_mirimage, jw06607057001_16101_00002_mirimage, jw06607057001_16101_00003_mirimage, jw06607057001_16101_00004_mirimage",,False
6607,jw06607-o057_t001_miri_f2550w-sub256,image,science,MIRI/IMAGE,F2550W,No,Polygon 261.2308899270001 60.42712138699985 261.21029623699974 60.42441416700019 261.2048587180003 60.43448072500001 261.22545833399994 60.437188784000114,2025-04-01 18:19:02.042,2025-04-01 18:45:25.920,"jw06607057001_18101_00001_mirimage, jw06607057001_18101_00002_mirimage, jw06607057001_18101_00003_mirimage, jw06607057001_18101_00004_mirimage",,False
6607,jw06607-o057_t001_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 261.2290645580003 60.42757653699983 261.2113148040002 60.425243395000194 261.20659986699985 60.433973775999995 261.22435405100015 60.43630754499994,2025-04-01 17:17:55.809,2025-04-01 17:22:30.757,"jw06607057001_04101_00001_mirimage, jw06607057001_04101_00002_mirimage, jw06607057001_04101_00003_mirimage, jw06607057001_04101_00004_mirimage",,False
6607,jw06607-o057_t001_miri_f770w-sub256,image,science,MIRI/IMAGE,F770W,No,Polygon 261.22906212200024 60.42757372799974 261.2113121070002 60.4252405689999 261.20659711899975 60.433971109999874 261.22435156300025 60.436304896000046,2025-04-01 17:08:58.437,2025-04-01 17:13:41.798,"jw06607057001_02101_00001_mirimage, jw06607057001_02101_00002_mirimage, jw06607057001_02101_00003_mirimage, jw06607057001_02101_00004_mirimage",,False
6607,jw06607-o091_t003_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.0596600519998 60.416534969999795 268.10144535699976 60.39245300799981 268.05172842300016 60.37139478000014 268.00993339099995 60.395461164000174,2024-08-06 04:34:10.435,2024-08-06 05:15:56.321,"jw06607091001_03101_00001_mirimage, jw06607091001_05102_00001_mirimage, jw06607091001_05102_00002_mirimage, jw06607091001_05102_00003_mirimage, jw06607091001_05102_00004_mirimage, jw06607091001_05104_00001_mirimage, jw06607091001_05104_00002_mirimage, jw06607091001_05104_00003_mirimage, jw06607091001_05104_00004_mirimage, jw06607091001_05106_00001_mirimage, jw06607091001_05106_00002_mirimage, jw06607091001_05106_00003_mirimage, jw06607091001_05106_00004_mirimage",,True
6607,jw06607-o092_t004_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.30977882600024 60.433127466000144 268.3513603640001 60.409042862999904 268.3016309460001 60.38810568699988 268.26003937499996 60.41217478899996,2024-08-06 05:33:36.447,2024-08-06 05:57:06.143,"jw06607092001_02101_00001_mirimage, jw06607092001_02101_00002_mirimage, jw06607092001_02103_00001_mirimage, jw06607092001_02103_00002_mirimage, jw06607092001_02105_00001_mirimage, jw06607092001_02105_00002_mirimage",,True
6607,jw06607-o093_t003_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.0462009970002 60.40357812100002 268.10593693999994 60.39196251300007 268.08194093699984 60.36185487100017 268.02225165499993 60.37345974399984,2024-09-04 02:32:50.307,2024-09-04 03:14:55.649,"jw06607093001_03101_00001_mirimage, jw06607093001_04102_00001_mirimage, jw06607093001_04102_00002_mirimage, jw06607093001_04102_00003_mirimage, jw06607093001_04102_00004_mirimage, jw06607093001_04104_00001_mirimage, jw06607093001_04104_00002_mirimage, jw06607093001_04104_00003_mirimage, jw06607093001_04104_00004_mirimage, jw06607093001_04106_00001_mirimage, jw06607093001_04106_00002_mirimage, jw06607093001_04106_00003_mirimage, jw06607093001_04106_00004_mirimage",,True
6607,jw06607-o094_t004_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.2963576819999 60.42022335900012 268.3559214489999 60.40854478800001 268.3317923109998 60.37855041500008 268.272274775 60.39021822699987,2024-09-04 03:33:47.903,2024-09-04 03:57:31.487,"jw06607094001_02101_00001_mirimage, jw06607094001_02101_00002_mirimage, jw06607094001_02103_00001_mirimage, jw06607094001_02103_00002_mirimage, jw06607094001_02105_00001_mirimage, jw06607094001_02105_00002_mirimage",,True
6607,jw06607-o095_t003_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.04693208100025 60.388399084000135 268.110541492 60.39261183699993 268.1192034160002 60.36053641000012 268.0556554679999 60.35632780199988,2024-10-03 10:15:31.525,2024-10-03 10:57:06.339,"jw06607095001_03101_00001_mirimage, jw06607095001_04102_00001_mirimage, jw06607095001_04102_00002_mirimage, jw06607095001_04102_00003_mirimage, jw06607095001_04102_00004_mirimage, jw06607095001_04104_00001_mirimage, jw06607095001_04104_00002_mirimage, jw06607095001_04104_00003_mirimage, jw06607095001_04104_00004_mirimage, jw06607095001_04106_00001_mirimage, jw06607095001_04106_00002_mirimage, jw06607095001_04106_00003_mirimage, jw06607095001_04106_00004_mirimage",,True
6607,jw06607-o096_t004_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.29708250300007 60.40509671599976 268.36060980299993 60.40920564900012 268.3690587599999 60.377199969000095 268.3055928020001 60.373095073000215,2024-10-03 11:18:28.481,2024-10-03 11:42:14.881,"jw06607096001_02101_00001_mirimage, jw06607096001_02101_00002_mirimage, jw06607096001_02103_00001_mirimage, jw06607096001_02103_00002_mirimage, jw06607096001_02105_00001_mirimage, jw06607096001_02105_00002_mirimage",,True
6607,jw06607-o097_t003_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.06004563000016 60.37659617499973 268.11360154800025 60.39406014699996 268.14962638199995 60.36703827500011 268.0960955470001 60.349588774999916,2024-10-29 16:28:34.697,2024-10-29 17:10:51.176,"jw06607097001_03101_00001_mirimage, jw06607097001_05102_00001_mirimage, jw06607097001_05102_00002_mirimage, jw06607097001_05102_00003_mirimage, jw06607097001_05102_00004_mirimage, jw06607097001_05104_00001_mirimage, jw06607097001_05104_00002_mirimage, jw06607097001_05104_00003_mirimage, jw06607097001_05104_00004_mirimage, jw06607097001_05106_00001_mirimage, jw06607097001_05106_00002_mirimage, jw06607097001_05106_00003_mirimage, jw06607097001_05106_00004_mirimage",,True
6607,jw06607-o098_t004_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.3101787229997 60.393329281999826 268.36375092500015 60.410673200000076 268.3995334739998 60.38366667600001 268.34598662300004 60.36633713299977,2024-10-29 17:30:08.390,2024-10-29 17:53:46.469,"jw06607098001_02101_00001_mirimage, jw06607098001_02101_00002_mirimage, jw06607098001_02103_00001_mirimage, jw06607098001_02103_00002_mirimage, jw06607098001_02105_00001_mirimage, jw06607098001_02105_00002_mirimage",,True
6607,jw06607-o101_t003_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.1608053840002 60.38362446800004 268.1075048709997 60.40128645199977 268.14400766400007 60.42816423799997 268.19733237199983 60.41048766400013,2025-02-18 05:14:53.911,2025-02-18 05:56:39.797,"jw06607101001_02101_00001_mirimage, jw06607101001_04102_00001_mirimage, jw06607101001_04102_00002_mirimage, jw06607101001_04102_00003_mirimage, jw06607101001_04102_00004_mirimage, jw06607101001_04104_00001_mirimage, jw06607101001_04104_00002_mirimage, jw06607101001_04104_00003_mirimage, jw06607101001_04104_00004_mirimage, jw06607101001_04106_00001_mirimage, jw06607101001_04106_00002_mirimage, jw06607101001_04106_00003_mirimage, jw06607101001_04106_00004_mirimage",,True
6607,jw06607-o102_t004_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.4106486159999 60.400330326999814 268.3575485480001 60.41803406600017 268.39414301700015 60.44478707600023 268.44726683099975 60.4270687709998,2025-02-18 06:14:06.035,2025-02-18 06:37:41.363,"jw06607102001_02101_00001_mirimage, jw06607102001_02101_00002_mirimage, jw06607102001_02103_00001_mirimage, jw06607102001_02103_00002_mirimage, jw06607102001_02105_00001_mirimage, jw06607102001_02105_00002_mirimage",,True
6607,jw06607-o103_t003_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.16675282500034 60.3980662769998 268.102862046 60.40116008899994 268.1092289909997 60.43336771199987 268.1731824499998 60.43027083600022,2025-03-18 06:58:10.138,2025-03-18 07:43:32.473,"jw06607103001_02101_00001_mirimage, jw06607103001_05101_00001_mirimage, jw06607103001_05101_00002_mirimage, jw06607103001_05101_00003_mirimage, jw06607103001_05101_00004_mirimage, jw06607103001_07101_00001_mirimage, jw06607103001_07101_00002_mirimage, jw06607103001_07101_00003_mirimage, jw06607103001_07101_00004_mirimage, jw06607103001_09101_00001_mirimage, jw06607103001_09101_00002_mirimage, jw06607103001_09101_00003_mirimage, jw06607103001_09101_00004_mirimage",,True
6607,jw06607-o104_t004_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.41658581900003 60.41472711600011 268.3528224530002 60.417909442 268.3593735170003 60.45002440399984 268.423199264 60.44683893199984,2025-03-18 08:01:59.766,2025-03-18 08:28:32.694,"jw06607104001_02101_00001_mirimage, jw06607104001_02101_00002_mirimage, jw06607104001_04101_00001_mirimage, jw06607104001_04101_00002_mirimage, jw06607104001_06101_00001_mirimage, jw06607104001_06101_00002_mirimage",,True
6607,jw06607-o105_t003_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.1567129179999 60.41331455100001 268.09860523099985 60.399815304000015 268.0706660000002 60.42908874699973 268.12881442699984 60.44260015399991,2025-04-18 08:23:08.230,2025-04-18 09:05:21.892,"jw06607105001_03101_00001_mirimage, jw06607105001_04102_00001_mirimage, jw06607105001_04102_00002_mirimage, jw06607105001_04102_00003_mirimage, jw06607105001_04102_00004_mirimage, jw06607105001_04104_00001_mirimage, jw06607105001_04104_00002_mirimage, jw06607105001_04104_00003_mirimage, jw06607105001_04104_00004_mirimage, jw06607105001_04106_00001_mirimage, jw06607105001_04106_00002_mirimage, jw06607105001_04106_00003_mirimage, jw06607105001_04106_00004_mirimage",,True
6607,jw06607-o106_t004_miri_f770w,image,science,MIRI/IMAGE,F770W,No,Polygon 268.4065746179999 60.4299215069998 268.3484800459998 60.41654090300011 268.3207827380003 60.44578143900024 268.3789182100002 60.459174088999816,2025-04-18 09:22:53.634,2025-04-18 09:46:20.642,"jw06607106001_02101_00001_mirimage, jw06607106001_02101_00002_mirimage, jw06607106001_02103_00001_mirimage, jw06607106001_02103_00002_mirimage, jw06607106001_02105_00001_mirimage, jw06607106001_02105_00002_mirimage",,True
6612,jw06612-o001_t001_miri_f1000w,image,calibration,MIRI/IMAGE,F1000W,No,Polygon 80.92377221600013 -69.72784633199993 80.88002355299986 -69.7553453810001 80.79984225299982 -69.74001939300015 80.84366335500026 -69.71254024600015,2024-07-07 21:13:38.338,2024-07-07 21:19:08.568,jw06612001001_02103_00001_mirimage,,True
6612,jw06612-o001_t001_miri_f2100w,image,calibration,MIRI/IMAGE,F2100W,No,Polygon 80.9237671359999 -69.72785723299982 80.880018061 -69.7553565330002 80.79983641400011 -69.74003048999975 80.84365792899999 -69.71255109200008,2024-07-07 21:03:22.275,2024-07-07 21:08:52.505,jw06612001001_02102_00001_mirimage,,True
6612,jw06612-o001_t001_miri_f2550w,image,calibration,MIRI/IMAGE,F2550W,No,Polygon 80.92376873699982 -69.72784801400006 80.8800200250002 -69.75534711399976 80.79983866500002 -69.74002112899983 80.84365981599981 -69.71254192999986,2024-07-07 20:52:57.891,2024-07-07 20:58:28.121,jw06612001001_02101_00001_mirimage,,True
6612,jw06612-o002_t001_miri_f1000w,image,calibration,MIRI/IMAGE,F1000W,No,Polygon 80.95903342600027 -69.73611622500006 80.88276721399994 -69.75310641400029 80.83330184699979 -69.72642646599978 80.9095116839999 -69.70945767799995,2024-08-06 16:49:29.031,2024-08-06 16:51:22.808,jw06612002001_02103_00001_mirimage,,True
6612,jw06612-o002_t001_miri_f2100w,image,calibration,MIRI/IMAGE,F2100W,No,Polygon 80.95901401999997 -69.73612500599997 80.88274710899972 -69.7531153489998 80.83328152499983 -69.72643530299999 80.90949205900021 -69.7094663619998,2024-08-06 16:42:41.096,2024-08-06 16:44:34.873,jw06612002001_02102_00001_mirimage,,True
6612,jw06612-o002_t001_miri_f2550w,image,calibration,MIRI/IMAGE,F2550W,No,Polygon 80.959028404 -69.73611733799981 80.88276210599983 -69.75310757699977 80.83329664600005 -69.726427631 80.90950656800015 -69.70945879299987,2024-08-06 16:35:55.912,2024-08-06 16:37:49.689,jw06612002001_02101_00001_mirimage,,True
6612,jw06612-o003_t001_miri_f1000w,image,calibration,MIRI/IMAGE,F1000W,No,Polygon 80.97752171699989 -69.7476359030001 80.88756346400002 -69.75170270799971 80.8757833359998 -69.72026115499973 80.96561028000012 -69.71620038899991,2024-09-01 22:26:29.937,2024-09-01 22:32:00.167,jw06612003001_03101_00001_mirimage,,True
6612,jw06612-o003_t001_miri_f2100w,image,calibration,MIRI/IMAGE,F2100W,No,Polygon 80.97749312100007 -69.74764078400005 80.887534058 -69.75170760699972 80.87575393499999 -69.72026593300022 80.96558168599991 -69.71620514899978,2024-09-01 22:36:54.320,2024-09-01 22:42:24.550,jw06612003001_03102_00001_mirimage,,True
6612,jw06612-o003_t001_miri_f2550w,image,calibration,MIRI/IMAGE,F2550W,No,Polygon 80.97751554700018 -69.74763572400005 80.88755714399993 -69.75170252199986 80.87577704899981 -69.72026095300002 80.96560414200009 -69.71620019400004,2024-09-01 22:47:15.951,2024-09-01 22:52:46.181,jw06612003001_03103_00001_mirimage,,True
6612,jw06612-o004_t001_miri_f1000w,image,calibration,MIRI/IMAGE,F1000W,No,Polygon 80.97859688499977 -69.76325954299975 80.89485275099986 -69.75114741599971 80.9301923230001 -69.72190005800026 81.01384086199994 -69.73399543900008,2024-10-02 04:04:10.211,2024-10-02 04:06:03.988,jw06612004001_02103_00001_mirimage,,True
6612,jw06612-o004_t001_miri_f2100w,image,calibration,MIRI/IMAGE,F2100W,No,Polygon 80.97856489300001 -69.76325892700021 80.89482004599996 -69.75114668800012 80.93015977099999 -69.72189922300022 81.01380902200016 -69.73399471600011,2024-10-02 03:57:27.779,2024-10-02 03:59:21.556,jw06612004001_02102_00001_mirimage,,True
6612,jw06612-o004_t001_miri_f2550w,image,calibration,MIRI/IMAGE,F2550W,No,Polygon 80.97859125599999 -69.76325892500002 80.8948469330002 -69.75114682299986 80.9301863899998 -69.72189943099994 81.01383511800006 -69.73399478800027,2024-10-02 03:50:45.412,2024-10-02 03:52:39.189,jw06612004001_02101_00001_mirimage,,True
6612,jw06612-o005_t001_miri_f1000w,image,calibration,MIRI/IMAGE,F1000W,No,Polygon 80.95625713899973 -69.77715680200016 80.90207449700027 -69.75195203299987 80.9755488830002 -69.73303043300017 81.0297705819999 -69.75821262999983,2024-11-02 02:36:04.347,2024-11-02 02:41:34.577,jw06612005001_02101_00001_mirimage,,True
6612,jw06612-o005_t001_miri_f2100w,image,calibration,MIRI/IMAGE,F2100W,No,Polygon 80.95623073100023 -69.77715057600014 80.90204765899996 -69.75194558000025 80.97552231899977 -69.73302391800021 81.02974444900009 -69.75820634200002,2024-11-02 02:46:23.227,2024-11-02 02:51:53.457,jw06612005001_02102_00001_mirimage,,True
6612,jw06612-o005_t001_miri_f2550w,image,calibration,MIRI/IMAGE,F2550W,No,Polygon 80.95625442200007 -69.77715484699999 80.90207172800011 -69.75195002599975 80.97554616699978 -69.73302842900006 81.02976791899978 -69.75821067699985,2024-11-02 02:56:44.858,2024-11-02 03:02:15.088,jw06612005001_02103_00001_mirimage,,True
6612,jw06612-o006_t001_miri_f1000w,image,calibration,MIRI/IMAGE,F1000W,No,Polygon 80.91814053200022 -69.78501227599989 80.906978739 -69.75383996999985 80.99788785099976 -69.74992345299987 81.00918183899972 -69.78108997399976,2024-12-01 13:54:15.090,2024-12-01 13:58:44.323,"jw06612006001_03101_00001_mirimage, jw06612006001_03101_00002_mirimage",,True
6612,jw06612-o006_t001_miri_f2100w,image,calibration,MIRI/IMAGE,F2100W,No,Polygon 80.91812700500012 -69.78500244400001 80.90696522399992 -69.75383011399991 80.99787420399993 -69.74991360699977 81.00916817900006 -69.78108015200029,2024-12-01 14:03:32.913,2024-12-01 14:08:02.082,"jw06612006001_03102_00001_mirimage, jw06612006001_03102_00002_mirimage",,True
